Date,Close,MarketCap
,NPN.JO,
2023-04-24,63608.12890625,48775588747598.766
2023-04-25,63390.7421875,48608893619550.47
2023-04-26,64667.41796875,49587866180778.42
2023-04-28,65217.359375,50009568820484.44
2023-05-02,63553.52734375,48733719517937.86
2023-05-03,62957.98828125,48277051967813.2
2023-05-04,62343.25390625,47805665187859.266
2023-05-05,64123.46875,49170758432923.875
2023-05-08,63221.36328125,48479011542906.7
2023-05-09,60824.0078125,46640686372268.53
2023-05-10,62884.3984375,48220622262735.09
2023-05-11,64505.43359375,49463654332475.484
2023-05-12,63310.5546875,48547404740849.72
2023-05-15,65393.34375,50144516061483.375
2023-05-16,66209.65625,50770475722208.625
2023-05-17,69089.96875,52979138991829.875
2023-05-18,67280.546875,51591649393197.19
2023-05-19,66880.9921875,51285265359351.47
2023-05-22,66793.1953125,51217941507165.28
2023-05-23,64496.43359375,49456753008599.484
2023-05-24,62970.390625,48286562255706.56
2023-05-25,62481.44140625,47911629264872.016
2023-05-26,62993.5859375,48304348740591.84
2023-05-29,61985.6875,47531478346002.75
2023-05-30,61129.578125,46875001893763.31
2023-05-31,59530.73828125,45648989495144.2
2023-06-01,61468.54296875,47134924801462.92
2023-06-02,63924.89453125,49018488988810.83
2023-06-05,63198.16796875,48461225058021.42
2023-06-06,62876.3984375,48214487752623.09
2023-06-07,62352.25390625,47812566511735.266
2023-06-08,62242.06640625,47728073220114.516
2023-06-09,62187.66796875,47686359749499.42
2023-06-12,62451.83984375,47888930379311.11
2023-06-13,63343.55078125,48572706599695.45
2023-06-14,62293.65625,47767633022384.625
2023-06-15,64501.83203125,49460892604778.58
2023-06-19,65194.55859375,49992084867591.984
2023-06-20,62918.9921875,48247149226383.47
2023-06-21,61324.15625,47024207078186.625
2023-06-22,61433.74609375,47108242078768.734
2023-06-23,59877.70703125,45915049908322.08
2023-06-26,59962.6953125,45980220092163.28
2023-06-27,65218.9609375,50010796920653.34
2023-06-28,67699.109375,51912608879291.44
2023-06-29,66298.8515625,50838871915517.91
2023-06-30,67973.0859375,52122697878429.84
2023-07-03,66592.8203125,51064291199203.78
2023-07-04,66578.625,51053406038194.5
2023-07-05,66057.484375,50653788233964.94
2023-07-06,63581.12890625,48754884775970.766
2023-07-07,64182.8671875,49216305972358.97
2023-07-10,64390.2421875,49375323976668.47
2023-07-11,64400.83984375,49383450405347.11
2023-07-12,66872.3984375,51278675553567.09
2023-07-13,67739.5,51943580966478.0
2023-07-14,68385.6328125,52439044500475.03
2023-07-17,68446.234375,52485514612719.94
2023-07-18,66648.8125,51107226779255.25
2023-07-19,67478.7265625,51743616305317.41
2023-07-20,65308.953125,50079804168680.81
2023-07-21,64802.40234375,49691374057453.36
2023-07-24,64923.7890625,49784455064157.66
2023-07-25,66348.046875,50876595558267.19
2023-07-26,65992.28125,50603789580259.125
2023-07-27,66501.828125,50994517137412.31
2023-07-28,69211.1484375,53072061244122.09
2023-07-31,70275.046875,53887873209495.19
2023-08-01,70951.78125,54406802442817.125
2023-08-02,68291.84375,52367125756437.375
2023-08-03,69792.8984375,53518155151329.09
2023-08-04,69092.96875,52981439433121.875
2023-08-07,68330.4375,52396719975141.75
2023-08-08,67443.9296875,51716933582623.22
2023-08-10,69621.1171875,53386430924431.97
2023-08-11,67120.1640625,51468665645063.16
2023-08-14,66509.625,51000495888478.5
2023-08-15,67271.546875,51584748069321.19
2023-08-16,65295.95703125,50069838585115.08
2023-08-17,65816.5,50468998098306.0
2023-08-18,64416.2421875,49395261134532.47
2023-08-21,64818.80078125,49703948605036.45
2023-08-22,63793.5,48917733853734.0
2023-08-23,63708.3125,48852410906213.25
2023-08-24,63251.95703125,48502471251499.08
2023-08-25,62393.65234375,47844311403418.36
2023-08-28,63836.69921875,48950859609265.55
2023-08-29,64521.828125,49476225884692.31
2023-08-30,63674.515625,48826494997283.06
2023-08-31,64333.25390625,49331624578219.266
2023-09-01,64894.99609375,49762376219413.734
2023-09-04,66172.4609375,50741953844627.34
2023-09-05,66834.1953125,51249380871489.28
2023-09-06,67123.5625,51471271613714.25
2023-09-07,64084.47265625,49140855691494.14
2023-09-08,63840.30078125,48953621336962.45
2023-09-11,65082.9765625,49906522230214.41
2023-09-12,65267.75390625,50048212040677.266
2023-09-13,64188.46875,49220601327583.875
2023-09-14,65105.37109375,49923694665015.234
2023-09-15,64698.41015625,49611631416729.89
2023-09-18,63593.52734375,48764392068497.86
2023-09-19,63501.93359375,48694156720301.484
2023-09-20,62911.39453125,48241323238996.83
